,cycle_id,total_harvest(kg),total_seed,survival_rate(%),avg_pond_length,avg_pond_width,avg_pond_depth,long_cycle(day),total_feed(kg),avg_tray_number,avg_feed_remain%,count_fasting,total_mortal,avg_weight_mortal,avg_weight_sample
512,15568,30051.600000000002,40000,75.13,40.0,20.0,1.0,82,610.36,0.0,0.0,0.0,964.0,76.68,10.45
513,15640,250000.0,149000,167.79,11.55,8.66,2.5,54,425.12,0.0,0.0,0.0,0.0,0.0,1.29
514,15641,1000000.0,149000,671.14,11.55,8.66,2.5,54,174.76,0.0,0.0,0.0,0.0,0.0,0.98
515,15660,2836.32,5000,56.73,8.0,7.0,1.0,76,96.79,0.0,0.0,0.0,534.0,76.21000000000001,13.785714285714286
516,15662,13630.42,15000,90.87,16.0,20.0,1.0,95,281.41,0.0,0.0,0.0,113.0,103.52000000000001,11.678
517,15682,39600.0,200000,19.8,50.0,20.0,1.0,81,1042.35,0.0,0.0,0.0,28491.0,375.24,5.706250000000001
518,15749,96600.0,225000,42.93,50.0,34.0,1.0,42,705.1,2.0,3.6164383561643834,0.0,0.0,0.0,4.35
519,15750,36900.0,130000,28.38,36.51,27.39,1.4,67,534.51,2.0,4.348837209302325,4.0,3450.0,12.02,6.55
520,15752,123912.5,170000,72.89,45.0,37.9,1.0,90,5954.9,2.0,4.455176093916756,2.0,0.0,0.0,12.26375
521,15754,32000.0,80000,40.0,34.5,29.0,1.0,107,1283.75,0.0,0.0,3.0,0.0,0.0,18.925
522,15756,104776.825,150000,69.85,34.64,25.98,1.0,111,2852.0,0.0,0.0,6.0,6479.0,98.11,12.412727272727272
523,15757,182171.384,150000,121.45,30.0,30.0,1.0,111,3790.95,2.0,0.0,4.0,270.0,23.76,12.747
524,15758,99250.0,100000,99.25,40.0,20.0,2.0,87,1370.47,1.0,2.3203125,13.0,361.0,8.31,6.35
525,15762,73020.0,151000,48.36,35.0,35.0,1.2,61,1139.1,1.0,48.921052631578945,0.0,27590.0,162.37,7.159999999999999
526,15763,52290.0,150000,34.86,30.0,29.0,1.4,82,2254.7,1.0,37.578034682080926,2.0,34872.0,283.84000000000003,11.040000000000001
527,15766,80826.0,200000,40.41,44.72,33.54,1.0,94,2946.0,1.0,2.9240506329113924,6.0,7412.0,97.39999999999999,9.185
528,15767,212800.0,155000,137.29,40.0,35.0,1.0,69,1729.0,2.0,16.5,3.0,0.0,0.0,7.51
529,15768,56655.47,140000,40.47,34.64,34.64,1.7,68,1259.7,1.0,6.0,1.0,91.0,10.99,12.290000000000001
530,15769,99401.88399999999,125000,79.52,30.0,30.0,1.65,107,3402.4,2.0,2.656779661016949,2.0,23.0,52.2,19.151
531,15772,9600.0,75000,12.8,28.0,25.0,1.0,64,295.2,2.0,6.875,15.0,4940.0,31.099999999999998,6.126666666666666
532,15773,122205.79999999999,200000,61.1,40.0,25.0,1.0,123,3864.3,2.0,1.7217391304347827,2.0,2300.0,26.099999999999998,18.44818181818182
533,15774,139637.41,150000,93.09,40.0,30.0,1.5,98,3479.6,1.0,0.0,25.0,0.0,0.0,11.143636363636363
534,15775,88701.3804,70000,126.72,30.0,20.0,1.0,99,2329.5,0.0,0.0,15.0,0.0,0.0,11.6925
535,15778,127419.5,150000,84.95,30.0,30.0,1.0,85,3722.2,1.0,0.0,29.0,1816.0,174.26,10.57888888888889
536,15782,31050.0,40000,77.62,20.0,20.0,1.8,48,136.9,0.0,0.0,29.0,0.0,0.0,4.1
537,15783,37240.0,100000,37.24,88.0,32.0,1.0,45,256.0,1.0,3.575,21.0,27000.0,13.34,6.3
538,15784,3850.0,100000,3.85,94.0,28.0,1.0,45,303.0,1.0,6.818181818181818,11.0,26000.0,7.69,6.6
539,15786,124928.9,200000,62.46,40.0,40.0,1.5,56,1415.0,1.0,18.17391304347826,1.0,56294.0,33.85,4.403333333333333
540,15787,125050.0,150000,83.37,30.0,50.0,1.0,99,3743.3,0.0,0.0,1.0,0.0,0.0,16.566666666666666
541,15789,26860.0,75000,35.81,25.0,30.0,1.5,84,652.72,1.0,21.466019417475728,6.0,2454.0,29.7,7.433333333333334
542,15790,175628.0,150000,117.09,30.0,40.0,1.2,101,3522.9,0.0,0.0,0.0,2124.0,430.59999999999997,12.475000000000001
543,15791,17105.0,150000,11.4,40.0,30.0,1.2,73,1445.4,0.0,0.0,1.0,1349.0,72.62,18.0
544,15802,164049.502,130000,126.19,30.0,30.0,1.0,104,4045.2,0.0,0.0,104.0,64.0,99.19,11.504285714285714
545,15803,181200.0,85000,213.18,100.0,25.0,0.7,58,522.708,2.0,0.0,9.0,0.0,0.0,4.2
546,15804,82402.0,100000,82.4,59.0,35.0,1.0,59,413.5,0.0,0.0,26.0,0.0,0.0,3.45
547,15805,142360.0,88000,161.77,50.0,50.0,1.0,63,419.907,1.0,0.0,15.0,0.0,0.0,5.8999999999999995
548,15809,29960.0,75000,39.95,42.0,14.0,1.3,62,571.4,2.0,60.310344827586206,2.0,6865.0,26.5,6.5
549,15810,38800.0,180000,21.56,100.0,10.0,2.0,67,863.0,2.0,4.230769230769231,1.0,1465.0,20.15,10.3
550,15811,51000.0,220000,23.18,95.0,28.0,1.5,35,293.04,0.0,0.0,1.0,0.0,0.0,9.100000000000001
551,15813,96623.0,100000,96.62,30.0,22.5,1.2,92,1399.6,1.0,6.6,1.0,3972.0,44.92,14.775
552,15814,30000.0,250000,12.0,90.0,30.0,1.5,65,656.0,0.0,0.0,1.0,0.0,0.0,100.0
553,15819,200000.0,250000,80.0,32.0,32.0,1.4,86,5185.4,2.0,5.2775735294117645,0.0,1345.0,116.17,18.993333333333332
554,15832,12000.0,50000,24.0,60.0,33.35,1.0,37,63.6,0.0,0.0,13.0,0.0,0.0,5.0
555,15835,42783.81,150000,28.52,46.0,35.0,1.7,101,1704.5,2.0,5.622222222222222,7.0,356.0,30.0,13.76625
556,15836,103804.70000000001,175000,59.32,44.71,33.55,1.7,98,2361.0,2.0,0.0,8.0,10.0,15.15,8.183
557,15841,5250.0,20000,26.25,90.0,34.0,1.0,35,27.0,1.0,0.0,1.0,0.0,0.0,6.65
558,15844,100.0,300000,0.03,36.0,36.0,1.2,23,47.7,0.0,0.0,20.0,59.0,8.33,0.01
559,15853,78400.0,100000,78.4,50.0,50.0,1.4,101,1328.7,2.0,12.833333333333334,77.0,7616.0,146.07,3.0
560,15868,129854.9,150000,86.57,45.0,35.0,2.0,54,663.0,2.0,4.04516129032258,4.0,4981.0,12.4,5.3
561,15869,18680.0,175000,10.67,45.0,45.0,2.0,82,950.5,2.0,8.836065573770492,46.0,580.0,11.25,10.566666666666666
562,15935,84500.0,100000,84.5,30.0,25.0,1.0,46,687.0,2.0,3.0229007633587788,0.0,7610.0,46.13,5.41
563,15936,103899.24,100000,103.9,30.0,23.0,1.0,106,2873.3,2.0,5.012658227848101,24.0,4127.0,502.89,11.635555555555555
564,15941,31050.0,110000,28.23,30.0,30.0,1.0,75,1096.2,0.0,0.0,15.0,5449.0,89.39,8.58
565,15942,7664.0,75000,10.22,25.0,30.0,1.5,84,730.31,1.0,10.731707317073171,9.0,692.0,45.07,7.3500000000000005
566,15970,178984.12,240000,74.58,46.19,34.64,1.6,87,3143.0,0.0,0.0,23.0,0.0,0.0,7.745555555555557
567,15977,238996.11,220000,108.63,49.0,34.7,1.0,103,7804.3,0.0,0.0,43.0,1225.0,256.39,16.257777777777775
568,15982,51913.0,180000,28.84,36.06,36.06,1.0,92,3174.51,0.0,0.0,128.0,1256.0,47.83,12.833333333333334
569,15983,44168.0,180000,24.54,40.0,35.0,1.0,92,2705.9,2.0,0.0,40.0,14675.0,55.65,12.133333333333333
570,16006,75800.0,150000,50.53,40.0,40.0,1.2,113,3050.0,1.0,4.515789473684211,63.0,0.0,0.0,17.080000000000002
571,16008,120507.30000000002,240000,50.21,46.19,34.64,1.6,83,2455.0,0.0,0.0,22.0,0.0,0.0,6.48375
572,16038,165220.91999999998,240000,68.84,46.19,34.64,1.6,98,4007.0,0.0,0.0,32.0,0.0,0.0,11.571000000000002
573,16039,180198.545,240000,75.08,46.19,34.64,1.6,96,4267.0,0.0,0.0,37.0,0.0,0.0,11.331111111111111
574,16040,29288.7,240000,12.2,46.19,34.64,1.0,92,1570.0,0.0,0.0,29.0,0.0,0.0,12.694285714285716
575,16041,175263.22,240000,73.03,46.19,34.64,1.6,99,4265.0,0.0,0.0,32.0,0.0,0.0,12.167272727272728
576,16042,119876.41999999998,240000,49.95,46.19,34.64,1.6,94,3670.0,0.0,0.0,31.0,0.0,0.0,13.33
577,16044,190719.62,240000,79.47,46.19,34.64,1.6,101,4896.0,0.0,0.0,34.0,0.0,0.0,12.724545454545455
578,16045,142380.58,240000,59.33,46.19,34.64,160.0,93,3320.0,0.0,0.0,31.0,0.0,0.0,10.599
579,16046,137618.5616,193368,71.17,55.41,41.56,150.0,70,2382.34,2.0,12.121153846153845,5.0,15359.0,130.18,10.333333333333334
580,16047,48479.9473,198528,24.42,56.57,42.43,150.0,57,1031.29,2.0,18.045569620253165,5.0,26607.0,78.03999999999999,7.6433333333333335
581,16048,72998.3221,193368,37.75,55.38,41.53,150.0,61,1518.89,2.0,13.321100917431192,1.0,25162.0,101.13,10.0
582,16049,61938.3276,194392,31.86,56.0,42.0,150.0,64,1454.13,2.0,18.878048780487806,1.0,15226.0,121.57000000000001,9.9675
583,16050,86763.62,195670,44.34,53.54,40.16,150.0,70,2186.84,2.0,17.094,5.0,16224.0,142.32,9.776
584,16051,27618.3358,66176,41.73,32.31,24.23,150.0,71,1875.15,2.0,13.47337278106509,11.0,3351.0,113.5,10.53
585,16052,27757.5585,202742,13.69,32.0,31.25,150.0,63,919.99,2.0,27.06,109.0,37246.0,121.38,8.245000000000001
586,16053,88975.2831,182112,48.86,55.43,41.57,150.0,44,780.59,2.0,11.527397260273972,3.0,21693.0,25.060000000000002,5.14
587,16054,47304.3998,177684,26.62,54.26,40.69,150.0,51,665.33,2.0,21.22752808988764,6.0,20151.0,93.67999999999999,8.03
588,16055,54677.153300000005,182112,30.02,55.41,41.56,150.0,64,1373.1200000000001,2.0,14.341121495327103,6.0,26050.0,155.19,9.385
589,16056,34403.1577,150348,22.88,49.29,36.97,1.2,63,1002.5,2.0,19.82894736842105,11.0,23531.0,88.99,8.405000000000001
590,16057,34003.38,110000,30.91,46.19,34.64,1.6,96,1158.0,0.0,0.0,32.0,0.0,0.0,10.261111111111111
591,16058,26962.54,110000,24.51,46.19,34.64,1.6,96,1281.0,0.0,0.0,34.0,0.0,0.0,9.016666666666667
592,16059,220500.0,500000,44.1,40.0,30.0,1.6,74,7091.5,0.0,0.0,0.0,34393.0,95.96,0.0
593,16064,10000.0,100000,10.0,30.0,26.0,2.0,33,202.7,1.0,0.0,0.0,5000.0,4.0,2.0
594,16065,207885.5,150000,138.59,36.51,27.39,1.5,86,2564.3,0.0,0.0,54.0,0.0,0.0,8.665
595,16067,50016.0,50000,100.03,35.0,20.0,1.5,86,851.8,0.0,0.0,56.0,0.0,0.0,8.306666666666667
596,16083,1425.0,50000,2.85,75.0,34.0,1.0,44,41.0,0.0,0.0,5.0,0.0,0.0,3.85
597,16086,115817.39,100,115817.39,36.51,36.51,1.2,98,2358.0,1.0,0.0,35.0,0.0,0.0,6.268181818181817
598,16089,13912.5,20000,69.56,30.0,25.0,75.0,45,80.94,0.0,0.0,9.0,0.0,0.0,4.6
599,16090,225.0,20000,1.12,50.0,40.0,1.0,23,25.01,0.0,0.0,13.0,20271.0,2.22,1.25
600,16091,70818.0,165000,42.92,50.0,30.0,1.8,220,1870.0,1.0,10.56,63.0,12252.0,75.49,9.857142857142858
601,16092,34310.0,60000,57.18,75.0,20.0,1.5,44,106.01,0.0,0.0,11.0,0.0,0.0,3.7
602,16107,176440.16,250000,70.58,50.0,30.0,1.0,106,5139.5,0.0,0.0,53.0,0.0,0.0,15.114444444444445
603,16108,133517.5774,250000,53.41,50.0,30.0,1.0,106,3750.5,1.0,0.0,52.0,0.0,0.0,8.212222222222222
604,16130,596.0,10000,5.96,53.0,10.0,1.5,37,17.3,1.0,33.6875,21.0,0.0,0.0,3.3
605,16135,3540.0,10000,35.4,100.0,18.0,1.5,35,15.5,1.0,47.142857142857146,22.0,0.0,0.0,4.2
606,16136,5900.0,20000,29.5,64.0,14.0,1.5,35,14.6,1.0,33.0,20.0,0.0,0.0,4.1
607,16137,486.0,25000,1.94,121.0,21.0,1.5,35,15.299999999999999,1.0,33.0,5.0,278.0,3.6,3.8499999999999996
608,16138,5670.0,10000,56.7,48.0,20.0,1.5,35,19.4,1.0,26.093023255813954,0.0,0.0,0.0,4.25
609,16142,75087.0,147000,51.08,30.0,28.0,1.2,67,1318.9,0.0,0.0,9.0,12518.0,53.54,6.766666666666667
610,16154,79787.84,168633,47.31,52.18,39.13,1.2,48,552.0,2.0,4.357142857142857,1.0,63312.0,31.849999999999998,2.98
611,16155,37138.266,161356,23.02,51.85,38.88,1.2,68,868.7,2.0,1.4293785310734464,1.0,63882.0,113.63,4.675
612,16156,39937.2763,172746,23.12,52.94,39.71,1.2,72,983.0,2.0,1.3672316384180792,1.0,53475.0,155.73,5.3375
613,16157,48230.0202,161356,29.89,51.83,38.87,1.2,69,733.7,2.0,1.4938271604938271,1.0,83227.0,123.48,4.7125
614,16158,6888.0,176859,3.89,54.1,40.57,1.2,71,569.0,2.0,2.216417910447761,9.0,74032.0,111.45,4.172499999999999
615,16159,16535.415999999997,169702,9.74,53.14,39.86,1.2,69,382.5,2.0,1.3983050847457628,56.0,42314.0,48.14,3.545
616,16160,48986.9875,157665,31.07,50.36,37.77,1.2,70,1058.5,2.0,1.4666666666666666,0.0,73444.0,128.77,5.1075
617,16161,21855.142399999997,161356,13.54,51.85,38.88,1.2,69,546.7,2.0,1.4259259259259258,1.0,62920.0,82.6,4.4675
618,16162,64365.20760000001,160407,40.13,50.96,38.22,1.2,62,1052.5,2.0,0.9041095890410958,1.0,35799.0,110.08,5.6866666666666665
619,16163,40180.7252,155792,25.79,50.96,38.22,1.2,69,667.0,2.0,1.147239263803681,2.0,53118.0,88.49,4.5825
620,16164,178895.4345,154923,115.47,49.85,37.39,1.2,72,1680.9,2.0,0.9221556886227545,2.0,161.0,32.79,5.515
621,16165,56400.566399999996,164138,34.36,52.18,39.13,1.2,68,1157.4,2.0,0.7658227848101266,58.0,54269.0,108.83,5.0649999999999995
622,16166,25543.9656,160407,15.92,51.08,38.31,1.2,70,1017.5,2.0,1.4846625766871167,1.0,99784.0,112.64999999999999,4.894
623,16167,20767.2048,136318,15.23,47.05,35.28,1.2,70,500.6,2.0,1.6296296296296295,0.0,53808.0,69.63,4.8125
624,16170,275.0,140000,0.2,50.0,40.0,1.0,34,176.0,2.0,0.0,3.0,140250.0,3.64,3.64
625,16215,1018308.303,1377414,73.93,63.25,47.43,2.0,121,29497.9,0.0,0.0,89.0,0.0,0.0,20.509999999999998
626,16216,61220.0,130000,47.09,42.0,23.0,1.0,77,1527.0,0.0,0.0,26.0,34980.0,65.37,6.8999999999999995
627,16250,192700.0,400000,48.18,40.0,40.0,1.5,67,1882.25,0.0,0.0,1.0,0.0,0.0,17.0
628,16251,2920.0,3000,97.33,3.0,3.0,1.0,52,21.791,0.0,0.0,12.0,0.0,0.0,2.4166666666666665
629,16252,4034.0,3000,134.47,3.0,3.0,1.0,61,25.346,0.0,0.0,9.0,0.0,0.0,2.0683333333333334
630,16253,9874.5,9000,109.72,5.0,5.0,1.0,65,76.156,0.0,0.0,16.0,0.0,0.0,2.8816666666666664
631,16267,55000.0,130000,42.31,30.0,30.0,1.0,65,2537.0,1.0,12.728571428571428,40.0,22837.0,99.72,5.491428571428571
632,16271,19500.0,175000,11.14,37.85,37.0,1.6,67,951.5,0.0,0.0,9.0,610.0,4.0,6.9750000000000005
633,16272,9750.0,85000,11.47,26.5,26.4,1.6,67,549.2,0.0,0.0,36.0,0.0,0.0,8.666666666666666
634,16278,413000.0,600000,68.83,36.0,36.0,1.0,72,10885.5,2.0,4.125,0.0,17105.0,58.940000000000005,19.0
635,16293,116994.2,110000,106.36,40.0,21.5,1.65,99,3124.501,0.0,0.0,52.0,665.0,150.89,11.639999999999999
636,16294,51387.4,110000,46.72,40.0,21.5,1.65,99,1937.501,0.0,0.0,121.0,2154.0,174.28,12.183636363636365
637,16298,40000.0,70000,57.14,30.0,30.0,1.0,59,450.1,0.0,0.0,16.0,4579.0,3.1100000000000003,5.15
638,16323,127781.0,250000,51.11,30.0,60.0,1.4,106,3191.0,1.0,10.421052631578947,0.0,1740.0,18.33,10.894
639,16325,96460.0,87000,110.87,30.0,30.0,2.0,56,532.4,1.0,33.0,17.0,4310.0,9.3,4.75
640,16327,155048.373,207000,74.9,54.16,40.62,1.2,83,3943.0,0.0,0.0,1.0,967.0,31.86,7.336
641,16328,158954.07280000002,207000,76.79,54.16,40.62,1.2,96,4636.0,0.0,0.0,7.0,2622.0,32.41,6.606
642,16329,150945.3785,207000,72.92,54.16,40.62,1.2,96,4803.0,0.0,0.0,0.0,1497.0,21.990000000000002,6.904000000000001
643,16330,336572.3478,387000,86.97,73.94,55.45,1.2,96,8838.0,0.0,0.0,24.0,2240.0,43.36,6.142
644,16331,196593.2655,255000,77.1,60.0,45.0,1.2,97,5263.0,0.0,0.0,33.0,1390.0,25.439999999999998,5.9719999999999995
645,16332,207803.5208,246000,84.47,58.88,44.16,1.2,97,5420.0,0.0,0.0,17.0,1130.0,25.17,6.986
646,16333,202594.9485,273000,74.21,62.18,46.64,1.2,96,5602.0,0.0,0.0,13.0,1429.0,11.54,6.036
647,16334,213231.1637,255000,83.62,60.0,45.0,1.2,96,5474.0,0.0,0.0,2.0,4139.0,24.130000000000003,6.542
648,16335,193185.37800000003,207000,93.33,54.16,40.62,1.5,83,5384.0,0.0,0.0,10.0,5.0,20.0,8.53
649,16336,159382.4887,246500,64.66,58.88,44.16,1.5,97,5749.0,0.0,0.0,6.0,2497.0,28.47,7.8425
650,16337,226493.69489999997,245000,92.45,58.88,44.16,1.5,83,6240.0,0.0,0.0,1.0,18.0,29.0,7.98
651,16338,234264.6691,283500,82.63,63.25,47.43,1.5,83,6402.0,0.0,0.0,1.0,18.0,21.380000000000003,7.6325
652,16339,168785.3628,246000,68.61,57.74,43.3,1.5,97,5890.0,0.0,0.0,1.0,13187.0,52.29,8.306000000000001
653,16340,159262.02529999998,237000,67.2,57.74,43.3,1.5,97,6012.0,0.0,0.0,1.0,945.0,34.5,8.181999999999999
654,16341,287086.4517,264000,108.74,61.1,45.83,1.5,80,6565.0,0.0,0.0,4.0,0.0,0.0,5.98
655,16342,162421.0777,264000,61.52,61.1,45.83,1.5,80,5275.0,0.0,0.0,2.0,0.0,0.0,6.486666666666667
656,16343,187093.0828,264000,70.87,61.1,45.83,1.5,80,5345.0,0.0,0.0,2.0,0.0,0.0,6.2700000000000005
657,16344,142123.35350000003,184800,76.91,51.64,38.73,1.5,80,4690.0,0.0,0.0,1.0,0.0,0.0,6.3133333333333335
658,16345,170125.0073,204600,83.15,54.16,40.62,1.5,80,5305.5,0.0,0.0,1.0,0.0,0.0,5.8999999999999995
659,16347,317939.794,297000,107.05,65.32,48.99,1.5,80,7042.0,0.0,0.0,1.0,0.0,0.0,6.0
660,16348,278467.3556,283800,98.12,63.25,47.43,1.5,80,6236.0,0.0,0.0,1.0,0.0,0.0,5.75
661,16349,63316.2468,264000,23.98,61.1,45.83,1.5,80,4502.0,0.0,0.0,3.0,0.0,0.0,5.506666666666667
662,16350,239815.26550000004,231000,103.82,57.74,43.3,1.5,80,5537.0,0.0,0.0,1.0,0.0,0.0,5.72
663,16351,162441.5828,244200,66.52,58.88,44.16,1.5,80,4326.0,0.0,0.0,2.0,0.0,0.0,4.98
664,16352,185190.5957,342000,54.15,65.32,48.99,1.5,79,5757.5,0.0,0.0,1.0,0.0,0.0,5.470000000000001
665,16354,241577.5554,342000,70.64,65.32,48.99,1.5,79,6162.0,0.0,0.0,1.0,0.0,0.0,5.815
666,16356,149892.64,243200,61.63,56.57,42.43,1.5,79,4788.0,0.0,0.0,1.0,0.0,0.0,5.695
667,16358,233876.4905,357200,65.47,67.33,50.5,1.5,79,6719.0,0.0,0.0,1.0,0.0,0.0,5.890000000000001
668,16360,200376.6972,235600,85.05,54.16,40.62,1.5,79,4564.0,0.0,0.0,38.0,0.0,0.0,5.075
669,16361,280889.5824,336600,83.45,65.32,48.99,1.5,79,6249.0,0.0,0.0,1.0,0.0,0.0,5.26
670,16363,303293.1876,336600,90.1,65.32,48.99,1.5,79,6168.0,0.0,0.0,1.0,0.0,0.0,5.65
671,16365,359223.5235,310200,115.8,63.25,47.43,1.5,79,7132.0,0.0,0.0,1.0,0.0,0.0,5.325
672,16372,32706.03,30000,109.02,16.0,16.0,1.2,74,414.2,2.0,2.911764705882353,0.0,0.0,0.0,5.333333333333333
673,16374,33871.3,30000,112.9,16.0,16.0,1.2,74,383.1,0.0,0.0,0.0,0.0,0.0,5.47
674,16384,59250.0,50000,118.5,32.0,22.0,75.0,70,440.7,1.0,0.0,21.0,10.0,6.67,6.4
675,16394,434246.79000000004,562600,77.19,76.0,48.0,1.7,70,5863.0,0.0,0.0,2.0,0.0,0.0,9.379999999999999
676,16398,21100.0,40000,52.75,60.0,30.0,1.0,48,112.8,0.0,0.0,89.0,0.0,0.0,3.6833333333333336
677,16415,7200.0,90000,8.0,42.0,26.0,1.2,81,357.39,1.0,38.5,20.0,3413.0,17.85,6.859999999999999
678,16424,14800.0,100000,14.8,60.0,30.0,1.0,55,530.7,1.0,24.115384615384617,15.0,1850.0,23.009999999999998,12.0
679,16428,20275.2,125000,16.22,35.59,28.1,1.0,70,698.4,0.0,0.0,27.0,2450.0,92.9,9.3625
680,16429,15276.0,125000,12.22,35.59,28.1,1.0,70,467.3,0.0,0.0,32.0,2695.0,50.55,9.7325
681,16465,5100.0,12000,42.5,21.0,50.0,1.5,35,17.0,0.0,0.0,43.0,0.0,0.0,4.5
682,16469,26800.0,220000,12.18,90.0,30.0,1.5,85,805.56,1.0,5.28,19.0,29550.0,50.769999999999996,4.907500000000001
683,16483,30000.0,60000,50.0,21.9,21.9,1.5,52,430.0,0.0,0.0,18.0,0.0,0.0,6.665
684,16485,134138.6,240000,55.89,46.19,34.64,1.1,94,3401.0,0.0,0.0,40.0,23014.0,67.28999999999999,8.98
685,16486,244508.19,240000,101.88,46.19,34.64,1.1,85,4420.0,0.0,0.0,31.0,31778.0,56.379999999999995,6.5125
686,16487,51174.96,240000,21.32,46.19,34.64,1.1,83,1773.0,0.0,0.0,49.0,0.0,0.0,11.313333333333333
687,16488,176694.9,240000,73.62,36.51,27.39,1.1,86,3962.0,0.0,0.0,37.0,0.0,0.0,8.151111111111112
688,16489,83498.48,240000,34.79,46.19,34.64,1.1,92,2617.0,0.0,0.0,38.0,0.0,0.0,11.841999999999999
689,16497,147807.55,240000,61.59,46.19,34.64,1.0,85,2947.0,0.0,0.0,35.0,0.0,0.0,7.62
690,16498,160756.37,240000,66.98,46.19,34.64,1.0,104,4280.0,0.0,0.0,50.0,0.0,0.0,11.156
691,16499,136786.33000000002,240000,56.99,46.19,34.64,1.0,95,3805.0,0.0,0.0,50.0,0.0,0.0,12.866666666666667
692,16500,29442.82,240000,12.27,46.19,34.64,1.0,82,1335.0,0.0,0.0,46.0,0.0,0.0,10.744444444444445
693,16501,176751.22,240000,73.65,51.64,38.73,1.0,92,3925.0,0.0,0.0,37.0,0.0,0.0,7.437777777777778
694,16502,179816.84999999998,240000,74.92,46.19,34.64,1.0,84,4105.0,0.0,0.0,30.0,0.0,0.0,7.8462499999999995
695,16503,89337.06,270000,33.09,51.64,38.73,1.2,85,2350.0,0.0,0.0,40.0,0.0,0.0,7.632222222222222
696,16512,59136.485,250000,23.65,50.0,38.0,1.2,96,2845.3,0.0,0.0,48.0,3969.0,316.54,13.0175
697,16513,90448.35,200000,45.22,50.0,29.0,1.2,75,1986.54,0.0,0.0,62.0,6206.0,29.83,6.14125
698,16525,57134.0,70000,81.62,44.72,33.54,0.0,66,787.0,2.0,9.9,35.0,0.0,0.0,9.76
699,16563,38060.43,100000,38.06,50.0,30.0,1.5,102,1469.0,1.0,12.452830188679245,15.0,10926.0,45.94,18.266666666666666
700,16573,24300.0,150000,16.2,30.0,50.0,1.0,60,774.2,1.0,0.0,4.0,13400.0,10.0,12.3
701,16575,104474.3,110000,94.98,40.0,25.0,1.0,98,3130.77,0.0,0.0,59.0,530.0,73.26,12.053636363636365
702,16588,113250.0,150000,75.5,28.0,24.0,150.0,56,820.28,1.0,4.80379746835443,25.0,8160.0,90.61,4.0975
703,16624,41685.119999999995,34000,122.6,40.0,40.0,110.0,87,1585.0,0.0,0.0,52.0,0.0,0.0,10.2525
704,16625,72763.16,340000,21.4,40.0,40.0,1.1,83,2100.0,0.0,0.0,43.0,0.0,0.0,8.99
705,16636,106688.0,330000,32.33,50.0,37.0,1.4,60,1566.04,0.0,0.0,32.0,3701.0,15.6,3.7260000000000004
706,16637,67830.475,350000,19.38,50.0,40.0,1.3,76,1754.64,0.0,0.0,42.0,8963.0,137.07,5.8325000000000005
707,16655,90776.0,100000,90.78,58.0,45.0,1.0,50,294.9,0.0,0.0,23.0,0.0,0.0,2.8
708,16661,507650.0,430000,118.06,45.0,40.0,1.5,84,11313.2,2.0,5.668711656441718,0.0,6000.0,387.35,0.0
709,16666,131700.0,170000,77.47,30.0,35.0,1.3,82,3899.1,2.0,0.0,51.0,13376.0,419.79,4.5
710,16675,183600.0,250000,73.44,37.0,37.0,1.2,64,7079.4,3.0,7.007722007722008,0.0,2375.0,127.61,16.25
711,16708,193778.29420000003,175000,110.73,54.83,41.12,3.0,104,4383.0,2.0,3.828,18.0,40.0,149.44,11.67
712,16709,197019.144,175000,112.58,53.04,39.78,3.0,104,4358.0,2.0,3.0336322869955157,9.0,22.0,91.83,11.953333333333333
713,16711,192030.69939999998,175000,109.73,51.9,38.92,3.0,103,4240.0,2.0,3.7483296213808464,10.0,4.0,24.0,12.04
714,16712,197908.00280000002,175000,113.09,50.99,38.24,3.0,103,4452.0,2.0,2.6052631578947367,7.0,3.0,13.33,12.707777777777778
715,16755,58880.0,125000,47.1,40.0,35.0,1.0,80,1315.3,2.0,33.0,45.0,31425.0,8.0,8.2875
716,16776,69725.0,208000,33.52,62.0,48.0,120.0,79,651.0,0.0,0.0,16.0,0.0,0.0,4.7
717,16799,41000.0,100000,41.0,30.0,30.0,1.6,83,1416.5,2.0,0.0,124.0,0.0,0.0,7.496
718,16800,28600.0,75000,38.13,26.46,26.46,1.6,83,1699.0,2.0,11.0,33.0,0.0,0.0,9.83
719,16801,98833.18,100000,98.83,35.0,31.4,1.0,101,1675.0,0.0,0.0,65.0,0.0,0.0,9.12
720,16802,100258.5,100000,100.26,35.0,31.4,1.0,101,1647.9,0.0,0.0,45.0,0.0,0.0,8.737142857142857
721,16803,7723.38,100000,7.72,30.0,30.0,1.0,64,380.6,0.0,0.0,44.0,9712.0,43.43,7.515000000000001
722,16810,483.0,25000,1.93,41.5,16.87,1.65,86,120.41,0.0,0.0,74.0,0.0,0.0,13.26
723,16811,75303.75,200000,37.65,60.0,25.0,1.0,61,967.5,2.0,1.010204081632653,40.0,49699.0,93.67,3.875
724,16842,111440.0,136466,81.66,72.0,57.0,1.0,120,5072.75,2.0,0.0,100.0,0.0,0.0,18.349473684210526
725,16845,46590.0,50000,93.18,11.55,8.66,1.3,88,725.0,0.0,0.0,0.0,326.0,109.64,7.280833333333334
726,16880,45000.0,130000,34.62,40.0,30.0,1.2,62,669.4,0.0,0.0,21.0,7895.0,11.16,4.2
727,16910,25500.37,11000,231.82,35.0,20.0,1.0,83,985.0,0.0,0.0,40.0,0.0,0.0,12.197777777777778
